codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones
04730004,DGA,dga_web,Mincha Norte,50,-31.5875,-71.4453,47,Rio Choapa,473,Rio Choapa Bajo (Entre Rio Illapel Y Desembocadura),1974-01-01,2015-12-01,501
04726004,DGA,dga_web,Illapel Dos,290,-31.645,-71.1908,47,Rio Choapa,472,Rio Illapel,1971-07-01,1979-12-01,45
04726003,DGA,dga_web,Illapel Dga,290,-31.645,-71.1908,47,Rio Choapa,472,Rio Illapel,1974-01-01,2015-12-01,503
04726001,DGA,dga_web,Rio Illapel En El Peral,0,-31.6647,-71.2547,47,Rio Choapa,472,Rio Illapel,2012-07-01,2016-05-01,45
04712001,DGA,dga_web,Rio Chalinga En La Palmilla,800,-31.6958,-70.7158,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),2012-07-01,2016-05-01,47
04713004,DGA,dga_web,San Agustin,1050,-31.7289,-70.8317,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1930-01-01,2015-12-01,1018
04716005,DGA,dga_web,Limahuida,300,-31.745,-71.1619,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1964-01-01,2015-12-01,610
04715002,DGA,dga_web,Mal Paso,375,-31.7533,-71.1,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1960-09-01,1989-05-01,327
04711004,DGA,dga_web,Salamanca,510,-31.7758,-70.9669,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1971-07-01,2015-12-01,507
04711001,DGA,dga_web,Rio Choapa En Salamanca,500,-31.8117,-70.9303,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),2012-07-01,2016-05-01,47
04704001,DGA,dga_web,Rio Cuncumen Antes Junta Choapa (Chacay),1030,-31.8167,-70.6,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),2012-07-01,2016-05-01,47
04710001,DGA,dga_web,La Tranquilla,1000,-31.9,-70.6706,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1966-01-01,2015-12-01,598
04711003,DGA,dga_web,Coiron,840,-31.9019,-70.7708,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1974-01-01,2015-12-01,504
04820001,DGA,dga_web,Los Vilos Dmc,10,-31.9103,-71.5086,48,Costeras Entre R.Choapa Y R.Quilimari,482,Costeras Entre Estero Pupio Y Rio Quilimari,1982-01-01,2015-12-01,408
04810003,DGA,dga_web,Caimanes,450,-31.9322,-71.1361,48,Costeras Entre R.Choapa Y R.Quilimari,481,Estero Pupio,1989-08-01,2015-12-01,299
04703003,DGA,dga_web,Cuncumen,1100,-31.9336,-70.6133,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),1958-09-01,2015-12-01,652
04810001,DGA,dga_web,Estero Pupio En El Romero,570,-31.9481,-71.0747,48,Costeras Entre R.Choapa Y R.Quilimari,481,Estero Pupio,2012-07-01,2016-05-01,45
04703002,DGA,dga_web,Rio Choapa En Cuncumen,1200,-31.9667,-70.5944,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),2001-05-01,2016-05-01,178
04900004,DGA,dga_web,El Naranjo,720,-32.0314,-71.1522,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1977-01-01,1989-04-01,139
04901002,DGA,dga_web,Infiernillo,300,-32.0608,-71.3072,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1977-01-01,1989-04-01,146
04900002,DGA,dga_web,Culimo Embalse,380,-32.0675,-71.2225,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1972-01-01,2015-12-01,519
04902005,DGA,dga_web,Quebrada Seca,140,-32.0686,-71.4061,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1976-01-01,1989-04-01,156
05101005,DGA,dga_web,Pedernal Hacienda,1100,-32.0836,-70.8,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),1962-02-01,2015-12-01,599
04902002,DGA,dga_web,Los Condores,190,-32.1086,-71.3125,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1977-01-01,2015-12-01,451
04902003,DGA,dga_web,Quilimari,25,-32.1175,-71.5,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1979-04-01,2015-12-01,423
04900003,DGA,dga_web,Quelon,890,-32.1444,-71.1628,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1972-10-01,2015-11-01,511
05111002,DGA,dga_web,Frutillar Alto,780,-32.1567,-71.03,51,Rio Petorca,511,Petorca Medio,1972-10-01,2015-12-01,438
04902004,DGA,dga_web,Quebrada El Manzano,300,-32.1728,-71.3722,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1977-01-01,1989-02-01,146
05101006,DGA,dga_web,Chalaco,880,-32.1836,-70.7833,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),1962-05-01,2015-12-01,637
05100007,DGA,dga_web,Chincolco,650,-32.215,-70.8394,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),1958-10-01,1978-07-01,233
05000001,DGA,dga_web,Quebrada El Manzano,380,-32.22,-71.4017,50,Costeras Quilimari-Petorca,500,Costera Quilimari - Petorca,1977-01-01,1984-05-01,89
05100001,DGA,dga_web,Rio Sobrante En Piadero,1300,-32.2253,-70.7119,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),2012-04-01,2016-05-01,49
05100004,DGA,dga_web,Hacienda El Rancho,2000,-32.2256,-70.6044,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),1962-05-01,1975-11-01,135
05100006,DGA,dga_web,El Sobrante Hacienda,810,-32.2261,-70.7839,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),1944-01-01,2015-12-01,839
05100005,DGA,dga_web,El Trapiche,1180,-32.2286,-70.71,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),1962-02-01,2015-12-01,612
05111001,DGA,dga_web,Palquico,450,-32.2528,-71.1386,51,Rio Petorca,511,Petorca Medio,1972-11-01,2015-12-01,512
05110003,DGA,dga_web,Hierro Viejo,440,-32.2756,-70.9997,51,Rio Petorca,511,Petorca Medio,1978-08-01,2015-12-01,443
05110002,DGA,dga_web,Rio Petorca En Peon O Hierro Viejo,450,-32.2786,-70.9889,51,Rio Petorca,511,Petorca Medio,2003-08-01,2015-12-01,143
05200005,DGA,dga_web,La Chupalla,1300,-32.3006,-70.6414,52,Rio Ligua,520,Rio Ligua Alto (Estero Alicahue),1962-05-01,1975-02-01,108
05111004,DGA,dga_web,El Salvador,340,-32.3058,-71.0792,51,Rio Petorca,511,Petorca Medio,1972-10-01,2015-12-01,499
05120004,DGA,dga_web,Las Colmenas,80,-32.3075,-71.2425,51,Rio Petorca,512,Rio Petorca Bajo (Entre Las Palmas Y Desembocadura),1972-10-01,2015-12-01,438
05120005,DGA,dga_web,Santa Marta,100,-32.3181,-71.2597,51,Rio Petorca,512,Rio Petorca Bajo (Entre Las Palmas Y Desembocadura),1975-01-01,1978-09-01,42
05200001,DGA,dga_web,Rio Alicahue En Colliguay,780,-32.33,-70.7381,52,Rio Ligua,520,Rio Ligua Alto (Estero Alicahue),2003-08-01,2016-05-01,149
05200006,DGA,dga_web,Alicahue,750,-32.3408,-70.7528,52,Rio Ligua,520,Rio Ligua Alto (Estero Alicahue),1962-06-01,2015-12-01,642
05120003,DGA,dga_web,Artificio,250,-32.3914,-71.0931,51,Rio Petorca,512,Rio Petorca Bajo (Entre Las Palmas Y Desembocadura),1972-10-01,2015-12-01,517
05120006,DGA,dga_web,Longotoma,20,-32.3919,-71.375,51,Rio Petorca,512,Rio Petorca Bajo (Entre Las Palmas Y Desembocadura),1979-01-01,2015-12-01,425
05200007,DGA,dga_web,La Mostaza,1200,-32.4186,-70.6808,52,Rio Ligua,520,Rio Ligua Alto (Estero Alicahue),1979-01-01,2015-12-01,436
05210002,DGA,dga_web,La Via,370,-32.4261,-70.9167,52,Rio Ligua,521,Rio Ligua Medio (Entre Quebrada La Cerrada Y Los Angeles),1979-01-01,2015-12-01,438
05220006,DGA,dga_web,Chacrilla,290,-32.4267,-71.0606,52,Rio Ligua,522,Rio Ligua Bajo (Entre Estero Los Angeles Y Desembocadura),1979-01-01,2015-12-01,411
05221005,DGA,dga_web,Valle Hermoso,80,-32.4372,-71.2067,52,Rio Ligua,522,Rio Ligua Bajo (Entre Estero Los Angeles Y Desembocadura),1976-12-01,2015-12-01,438
05221006,DGA,dga_web,Los Cardos,60,-32.4453,-71.2264,52,Rio Ligua,522,Rio Ligua Bajo (Entre Estero Los Angeles Y Desembocadura),1971-08-01,1975-11-01,52
05211004,DGA,dga_web,Las Puertas,350,-32.4856,-70.9319,52,Rio Ligua,521,Rio Ligua Medio (Entre Quebrada La Cerrada Y Los Angeles),1979-01-01,2015-12-01,437
05414004,DGA,dga_web,Resguardo Los Patos,1220,-32.4989,-70.5789,54,Rio Aconcagua,541,Aconcagua Medio,1940-08-01,2015-12-01,895
05414001,DGA,dga_web,Rio Putaendo En Resguardo Los Patos,1218,-32.5017,-70.5811,54,Rio Aconcagua,541,Aconcagua Medio,2001-10-01,2016-05-01,160
05220007,DGA,dga_web,Las Pataguas,350,-32.5333,-71.1294,52,Rio Ligua,522,Rio Ligua Bajo (Entre Estero Los Angeles Y Desembocadura),1979-01-01,2015-12-01,435
05414005,DGA,dga_web,El Tartaro,950,-32.5669,-70.7,54,Rio Aconcagua,541,Aconcagua Medio,1990-07-01,2015-12-01,304
05211003,DGA,dga_web,Mina Cerro Negro,650,-32.5864,-70.8694,52,Rio Ligua,521,Rio Ligua Medio (Entre Quebrada La Cerrada Y Los Angeles),1979-01-01,2015-12-01,431
05310001,DGA,dga_web,Laguna De Zapallar,50,-32.5919,-71.4322,53,Costeras Ligua-Aconcagua,531,Estero Catapilco,1987-07-01,2015-12-01,326
05424005,DGA,dga_web,El Cobre,280,-32.6531,-71.1964,54,Rio Aconcagua,542,Aconcagua Bajo,1989-05-01,2015-12-01,299
05415004,DGA,dga_web,Jahuel,1020,-32.6836,-70.6,54,Rio Aconcagua,541,Aconcagua Medio,1989-04-01,2015-12-01,304
05421005,DGA,dga_web,Catemu,440,-32.7344,-70.9342,54,Rio Aconcagua,542,Aconcagua Bajo,1954-04-01,2015-12-01,705
05410008,DGA,dga_web,San Felipe,640,-32.7472,-70.7247,54,Rio Aconcagua,541,Aconcagua Medio,1962-04-01,2015-12-01,640
05410005,DGA,dga_web,Rio Aconcagua En San Felipe,650,-32.7572,-70.7367,54,Rio Aconcagua,541,Aconcagua Medio,1999-08-01,2016-05-01,192
05320001,DGA,dga_web,Estero Quintero En Valle Alegre,40,-32.7936,-71.4161,53,Costeras Ligua-Aconcagua,532,Costeras Entre Estero Catapilco Y Rio Aconcagua,2009-11-01,2015-12-01,52
05425003,DGA,dga_web,Lo Rojas,190,-32.8119,-71.2653,54,Rio Aconcagua,542,Aconcagua Bajo,1963-12-01,2015-12-01,617
05410007,DGA,dga_web,Los Andes,820,-32.8336,-70.6,54,Rio Aconcagua,541,Aconcagua Medio,1971-08-01,2015-12-01,513
05404001,DGA,dga_web,Canal Colorado En Bocatoma,1391,-32.8347,-70.3533,54,Rio Aconcagua,540,Aconcagua Alto,2014-04-01,2016-04-01,24
05423003,DGA,dga_web,Rio Aconcagua En Romeral,365,-32.8403,-71.0256,54,Rio Aconcagua,542,Aconcagua Bajo,2002-05-01,2016-05-01,160
05410002,DGA,dga_web,Rio Aconcagua En Chacabuquito,950,-32.8503,-70.5094,54,Rio Aconcagua,541,Aconcagua Medio,1999-08-01,2016-05-01,202
05423013,DGA,dga_web,Estero Rabuco,300,-32.8506,-71.1167,54,Rio Aconcagua,542,Aconcagua Bajo,1965-01-01,2015-12-01,577
05410006,DGA,dga_web,Vilcuya,1100,-32.8603,-70.4719,54,Rio Aconcagua,541,Aconcagua Medio,1964-12-01,2015-12-01,608
05401003,DGA,dga_web,Rio Juncal En Juncal,1800,-32.8625,-70.1675,54,Rio Aconcagua,540,Aconcagua Alto,2014-10-01,2016-05-01,20
05426004,DGA,dga_web,Quillota,130,-32.8958,-71.2092,54,Rio Aconcagua,542,Aconcagua Bajo,1977-11-01,2015-12-01,442
05403002,DGA,dga_web,Rio Aconcagua En Rio Blanco,1420,-32.9067,-70.3036,54,Rio Aconcagua,540,Aconcagua Alto,2014-07-01,2016-05-01,23
05403006,DGA,dga_web,Riecillos,1290,-32.9228,-70.3553,54,Rio Aconcagua,540,Aconcagua Alto,1930-01-01,2015-12-01,1014
05422002,DGA,dga_web,Las Chilcas,850,-32.9319,-70.8178,54,Rio Aconcagua,542,Aconcagua Bajo,1990-05-01,2015-12-01,303
05733010,DGA,dga_web,Fundo Las Bateas,810,-32.9472,-70.8064,57,Rio Maipo,573,Rio Mapocho Bajo,1985-11-01,2015-12-01,357
05733006,DGA,dga_web,Rincon De Los Valles,955,-32.9475,-70.7536,57,Rio Maipo,573,Rio Mapocho Bajo,1957-05-01,2015-12-01,687
05427007,DGA,dga_web,Los Aromos,100,-32.9578,-71.345,54,Rio Aconcagua,542,Aconcagua Bajo,1974-06-01,2015-12-01,497
05500003,DGA,dga_web,Las Salinas,20,-33.0019,-71.5467,55,Costeras Entre Aconcagua Y Maipo,550,E. Marga-Marga,2013-09-01,2016-05-01,29
05733007,DGA,dga_web,Caleu,1120,-33.0053,-70.9933,57,Rio Maipo,573,Rio Mapocho Bajo,1957-05-01,2015-12-01,644
05733008,DGA,dga_web,Rungue Embalse,700,-33.0194,-70.9081,57,Rio Maipo,573,Rio Mapocho Bajo,1943-05-01,2015-12-01,748
05510001,DGA,dga_web,Rodelillo,110,-33.0503,-71.5833,55,Costeras Entre Aconcagua Y Maipo,551,Lago Penuelas,1971-08-01,2016-05-01,497
05427008,DGA,dga_web,Quebrada Alvarado,290,-33.0506,-71.1,54,Rio Aconcagua,542,Aconcagua Bajo,1990-07-01,2015-12-01,299
05732002,DGA,dga_web,Huechun Andina,590,-33.0758,-70.7686,57,Rio Maipo,573,Rio Mapocho Bajo,1994-01-01,2015-12-01,237
05510005,DGA,dga_web,Cerro Colorado Armada De Chile,510,-33.0819,-71.6169,55,Costeras Entre Aconcagua Y Maipo,551,Lago Penuelas,2014-06-01,2016-05-01,21
05732001,DGA,dga_web,Huechun Embalse,556,-33.0856,-70.8017,57,Rio Maipo,573,Rio Mapocho Bajo,1988-05-01,2015-12-01,329
05733009,DGA,dga_web,Til-Til,580,-33.0869,-70.9278,57,Rio Maipo,573,Rio Mapocho Bajo,1943-05-01,1972-12-01,278
05427006,DGA,dga_web,Lliu-Lliu Embalse,260,-33.0986,-71.2144,54,Rio Aconcagua,542,Aconcagua Bajo,1978-01-01,2015-12-01,454
05510002,DGA,dga_web,Lago Peuelas,360,-33.145,-71.5553,55,Costeras Entre Aconcagua Y Maipo,551,Lago Penuelas,1974-01-01,2015-12-01,502
05500001,DGA,dga_web,Las Piedras,225,-33.1542,-71.3428,55,Costeras Entre Aconcagua Y Maipo,550,E. Marga-Marga,1991-05-01,2015-12-01,245
05741002,DGA,dga_web,Colliguay,490,-33.1686,-71.1467,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1950-08-01,2015-12-01,771
05706003,DGA,dga_web,Valle Olivares,2787,-33.1869,-70.1122,57,Rio Maipo,570,Rio Maipo Alto,2014-06-01,2016-05-01,24
05721017,DGA,dga_web,Estero Yerba Loca En Piedra Carvajal,3250,-33.2214,-70.2736,57,Rio Maipo,572,Rio Mapocho Alto,2013-02-01,2016-05-01,38
05520002,DGA,dga_web,Tapihue,310,-33.2897,-71.2914,55,Costeras Entre Aconcagua Y Maipo,552,E. Casablanca Y E.  San Jeronimo (Incl.),1989-06-01,2015-12-01,303
05721016,DGA,dga_web,Rio San Francisco Antes Junta Estero Yerba Loca,1550,-33.3086,-70.3572,57,Rio Maipo,572,Rio Mapocho Alto,2013-04-01,2016-05-01,38
05722001,DGA,dga_web,Estero Arrayan En La Montosa,880,-33.3256,-70.4561,57,Rio Maipo,572,Rio Mapocho Alto,2013-04-01,2016-05-01,38
05520001,DGA,dga_web,Casablanca,290,-33.3278,-71.4131,55,Costeras Entre Aconcagua Y Maipo,552,E. Casablanca Y E.  San Jeronimo (Incl.),1986-01-01,2015-12-01,356
05723001,DGA,dga_web,La Dehesa,920,-33.3292,-70.5286,57,Rio Maipo,572,Rio Mapocho Alto,1991-05-01,2007-04-01,164
05721001,DGA,dga_web,Estero Yerba Loca Antes Junta San Francisco,1350,-33.3414,-70.3636,57,Rio Maipo,572,Rio Mapocho Alto,2009-06-01,2016-05-01,83
05720003,DGA,dga_web,La Ermita Central En Bocatoma,1350,-33.3414,-70.3636,57,Rio Maipo,572,Rio Mapocho Alto,1987-05-01,2011-01-01,258
05722002,DGA,dga_web,Rio Mapocho En Los Almendros,966,-33.3703,-70.4508,57,Rio Maipo,572,Rio Mapocho Alto,1999-08-01,2016-05-01,201
05720001,DGA,dga_web,Rio Molina Antes Junta San Francisco,1158,-33.3733,-70.3961,57,Rio Maipo,572,Rio Mapocho Alto,2009-11-01,2016-05-01,77
05730012,DGA,dga_web,Cerro Calan,848,-33.395,-70.5367,57,Rio Maipo,573,Rio Mapocho Bajo,1975-11-01,2016-05-01,486
05730014,DGA,dga_web,Quebrada Ramon,730,-33.4328,-70.5344,57,Rio Maipo,573,Rio Mapocho Bajo,1980-04-01,2008-03-01,305
05730008,DGA,dga_web,Quebrada Ramon En Recinto Emos,845,-33.4331,-70.5142,57,Rio Maipo,573,Rio Mapocho Bajo,2007-09-01,2015-12-01,82
05744002,DGA,dga_web,Los Panguiles,190,-33.4386,-71.0256,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1981-01-01,2015-12-01,420
05530005,DGA,dga_web,Algarrobo,130,-33.4389,-71.6239,55,Costeras Entre Aconcagua Y Maipo,553,E. Del Rosario (Incl.) A R. Maipo,2012-02-01,2015-12-01,27
05530003,DGA,dga_web,Lagunillas,200,-33.4394,-71.4506,55,Costeras Entre Aconcagua Y Maipo,553,E. Del Rosario (Incl.) A R. Maipo,1986-05-01,2015-12-01,347
05730016,DGA,dga_web,Terraza Oficinas Centrales Dga,560,-33.4486,-70.6444,57,Rio Maipo,573,Rio Mapocho Bajo,1960-06-01,2016-05-01,667
05744003,DGA,dga_web,Ibacache Alto,169,-33.4797,-71.2811,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1988-05-01,2015-12-01,332
05706001,DGA,dga_web,Rio Olivares Antes Junta Rio Colorado,1500,-33.4878,-70.1367,57,Rio Maipo,570,Rio Maipo Alto,2014-07-01,2015-12-01,18
05705001,DGA,dga_web,Rio Colorado Antes Junta Rio Olivares,1500,-33.49,-70.1342,57,Rio Maipo,570,Rio Maipo Alto,2013-04-01,2015-12-01,32
05737002,DGA,dga_web,Rio Mapocho Rinconada De Maipu,440,-33.4961,-70.8167,57,Rio Maipo,573,Rio Mapocho Bajo,2001-11-01,2016-05-01,171
05730013,DGA,dga_web,Antupiren,904,-33.4964,-70.5164,57,Rio Maipo,573,Rio Mapocho Bajo,1979-08-01,2015-12-01,432
05730015,DGA,dga_web,Campus San Joaquin U.C.,570,-33.4975,-70.6142,57,Rio Maipo,573,Rio Mapocho Bajo,1977-11-01,1983-04-01,66
05730039,DGA,dga_web,Quebrada De Macul,950,-33.5017,-70.5144,57,Rio Maipo,573,Rio Mapocho Bajo,2003-05-01,2016-05-01,106
05707003,DGA,dga_web,Maitenes Bocatoma,1143,-33.5311,-70.2617,57,Rio Maipo,570,Rio Maipo Alto,1988-02-01,2015-12-01,284
05737008,DGA,dga_web,Fundo Marruecos,430,-33.5503,-70.8167,57,Rio Maipo,573,Rio Mapocho Bajo,1989-07-01,2015-12-01,307
05745001,DGA,dga_web,Mallarauco,176,-33.5697,-71.1061,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1992-07-01,2015-12-01,282
05530002,DGA,dga_web,San Antonio (Pta. Panul),80,-33.5747,-71.625,55,Costeras Entre Aconcagua Y Maipo,553,E. Del Rosario (Incl.) A R. Maipo,1971-07-01,2015-12-01,508
05710007,DGA,dga_web,La Obra Recinto Emos,796,-33.5914,-70.4853,57,Rio Maipo,571,Rio Maipo Medio,1995-06-01,2015-12-01,247
05710001,DGA,dga_web,Rio Maipo En El Manzano,850,-33.5939,-70.3792,57,Rio Maipo,571,Rio Maipo Medio,2010-03-01,2016-05-01,70
05737006,DGA,dga_web,Peaflor,370,-33.6097,-70.9,57,Rio Maipo,573,Rio Mapocho Bajo,1971-08-01,1979-09-01,76
05748003,DGA,dga_web,Cerrillos De Leyda,182,-33.6344,-71.5106,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1932-03-01,2015-12-01,983
05704006,DGA,dga_web,San Jose De Maipo Reten,943,-33.6361,-70.3531,57,Rio Maipo,570,Rio Maipo Alto,1971-08-01,2015-12-01,522
05746001,DGA,dga_web,Estero Puangue En Ruta 78,93,-33.6614,-71.3372,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1989-05-01,2016-05-01,314
05711003,DGA,dga_web,Pirque,659,-33.6736,-70.5869,57,Rio Maipo,571,Rio Maipo Medio,1967-10-01,2015-12-01,530
05703008,DGA,dga_web,El Yeso Embalse,2475,-33.6767,-70.0886,57,Rio Maipo,570,Rio Maipo Alto,1962-04-01,2015-12-01,626
05740005,DGA,dga_web,Melipilla,168,-33.6803,-71.1997,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1971-08-01,2015-12-01,491
05717008,DGA,dga_web,El Vergel,340,-33.6958,-70.9236,57,Rio Maipo,571,Rio Maipo Medio,1988-05-01,2015-12-01,329
05704005,DGA,dga_web,San Alfonso,1040,-33.7067,-70.3342,57,Rio Maipo,570,Rio Maipo Alto,1962-07-01,1973-08-01,134
05748001,DGA,dga_web,Rio Maipo En Cabimbao,35,-33.7219,-71.555,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),2009-10-01,2016-05-01,66
05704002,DGA,dga_web,Rio Maipo En San Alfonso,1092,-33.7347,-70.3008,57,Rio Maipo,570,Rio Maipo Alto,2010-01-01,2016-03-01,74
05740004,DGA,dga_web,Carmen De Las Rosas,165,-33.7597,-71.1514,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1930-11-01,2015-12-01,986
05704004,DGA,dga_web,San Gabriel,1266,-33.7825,-70.2394,57,Rio Maipo,570,Rio Maipo Alto,1977-12-01,2015-12-01,450
05716004,DGA,dga_web,Angostura En Valdivia De Paine,350,-33.8044,-70.8783,57,Rio Maipo,571,Rio Maipo Medio,1988-05-01,2015-01-01,308
05702011,DGA,dga_web,Glaciar San Franciscoen Aguas Panimavida,2220,-33.8053,-70.07,57,Rio Maipo,570,Rio Maipo Alto,2013-06-01,2016-05-01,34
05702001,DGA,dga_web,Rio Volcan En Queltehues,1365,-33.8056,-70.2089,57,Rio Maipo,570,Rio Maipo Alto,2014-05-01,2015-12-01,20
05701008,DGA,dga_web,Queltehues,1450,-33.8164,-70.2172,57,Rio Maipo,570,Rio Maipo Alto,1970-01-01,1979-08-01,116
05800002,DGA,dga_web,Fundo Las Dos Puertas,24,-33.8622,-71.6631,58,Costeras Entre  Maipo Y Rapel,580,Estero Yali,1990-06-01,2015-12-01,305
05716005,DGA,dga_web,Laguna Aculeo,360,-33.8858,-70.8775,57,Rio Maipo,571,Rio Maipo Medio,1988-11-01,2015-12-01,287
05747001,DGA,dga_web,Los Guindos,125,-33.8908,-71.2408,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1989-07-01,2015-12-01,316
05701005,DGA,dga_web,Las Melosas,1527,-33.8994,-70.1981,57,Rio Maipo,570,Rio Maipo Alto,1962-07-01,2004-12-01,465
06056003,DGA,dga_web,Rapel,16,-33.9458,-71.7336,60,Rio Rapel,605,Rio Rapel,1940-07-01,2015-12-01,893
06040001,DGA,dga_web,Villa Alhue,197,-34.035,-71.0944,60,Rio Rapel,604,Estero Alhue,1979-01-01,2015-12-01,437
06011003,DGA,dga_web,Graneros,500,-34.0556,-70.7083,60,Rio Rapel,601,Cachapoal Bajo,1979-01-01,1998-06-01,234
06042004,DGA,dga_web,Barrera Loncha,144,-34.0833,-71.1886,60,Rio Rapel,604,Estero Alhue,1984-05-01,2015-12-01,365
06042003,DGA,dga_web,Loncha,210,-34.1167,-71.1,60,Rio Rapel,604,Estero Alhue,1976-04-01,1987-11-01,117
06055003,DGA,dga_web,Litueche,250,-34.1206,-71.7258,60,Rio Rapel,605,Rio Rapel,1979-01-01,2015-12-01,443
06010014,DGA,dga_web,Rancagua,510,-34.1714,-70.7278,60,Rio Rapel,601,Cachapoal Bajo,1971-09-01,1978-08-01,84
06010015,DGA,dga_web,Rancagua (Cachapoal - Dcp),515,-34.1908,-70.7508,60,Rio Rapel,601,Cachapoal Bajo,1978-10-01,2015-12-01,444
06044001,DGA,dga_web,Cocalan,120,-34.2033,-71.2764,60,Rio Rapel,604,Estero Alhue,1978-11-01,2015-12-01,446
06008009,DGA,dga_web,Canal Sauzal En Puente Termas,750,-34.2403,-70.5506,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2005-08-01,2016-05-01,126
06006001,DGA,dga_web,Rio Pangal En Pangal,1500,-34.2467,-70.3281,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2001-11-01,2016-05-01,170
06010016,DGA,dga_web,Sauzal,700,-34.2583,-70.6153,60,Rio Rapel,601,Cachapoal Bajo,1979-01-01,1999-07-01,200
06019003,DGA,dga_web,Rio Cachapoal En Puente Arqueado (Ca),115,-34.2731,-71.3717,60,Rio Rapel,601,Cachapoal Bajo,2002-10-01,2016-05-01,150
06019005,DGA,dga_web,Pichidegua,110,-34.2872,-71.4058,60,Rio Rapel,601,Cachapoal Bajo,1974-01-01,2015-12-01,500
06012003,DGA,dga_web,Coltauco,253,-34.2875,-71.08,60,Rio Rapel,601,Cachapoal Bajo,1978-10-01,2015-12-01,447
06003001,DGA,dga_web,Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal,1127,-34.3464,-70.3764,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1999-03-01,2016-05-01,181
06000003,DGA,dga_web,Rio Las Leas Ante Junta Rio Cachapoal,1296,-34.3628,-70.3056,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2014-07-01,2015-12-01,18
06120001,DGA,dga_web,Pichilemu,5,-34.3844,-72.0044,61,Costeras Rapel-E.Nilahue,612,Costeras Entre E. Topocalma Y E. Nilahue,1980-07-01,2015-12-01,426
06015003,DGA,dga_web,Rengo,310,-34.4217,-70.8667,60,Rio Rapel,601,Cachapoal Bajo,1971-01-01,2015-12-01,527
06013005,DGA,dga_web,Popeta,480,-34.4369,-70.7794,60,Rio Rapel,601,Cachapoal Bajo,1970-01-01,2015-12-01,546
